,latitude,longitude,year,week_no,SulphurDioxide_SO2_column_number_density,SulphurDioxide_SO2_column_number_density_amf,SulphurDioxide_SO2_slant_column_number_density,SulphurDioxide_cloud_fraction,SulphurDioxide_sensor_azimuth_angle,SulphurDioxide_sensor_zenith_angle,SulphurDioxide_solar_azimuth_angle,SulphurDioxide_solar_zenith_angle,SulphurDioxide_SO2_column_number_density_15km,CarbonMonoxide_CO_column_number_density,CarbonMonoxide_H2O_column_number_density,CarbonMonoxide_cloud_height,CarbonMonoxide_sensor_altitude,CarbonMonoxide_sensor_azimuth_angle,CarbonMonoxide_sensor_zenith_angle,CarbonMonoxide_solar_azimuth_angle,CarbonMonoxide_solar_zenith_angle,NitrogenDioxide_NO2_column_number_density,NitrogenDioxide_tropospheric_NO2_column_number_density,NitrogenDioxide_stratospheric_NO2_column_number_density,NitrogenDioxide_NO2_slant_column_number_density,NitrogenDioxide_tropopause_pressure,NitrogenDioxide_absorbing_aerosol_index,NitrogenDioxide_cloud_fraction,NitrogenDioxide_sensor_altitude,NitrogenDioxide_sensor_azimuth_angle,NitrogenDioxide_sensor_zenith_angle,NitrogenDioxide_solar_azimuth_angle,NitrogenDioxide_solar_zenith_angle,Formaldehyde_tropospheric_HCHO_column_number_density,Formaldehyde_tropospheric_HCHO_column_number_density_amf,Formaldehyde_HCHO_slant_column_number_density,Formaldehyde_cloud_fraction,Formaldehyde_solar_zenith_angle,Formaldehyde_solar_azimuth_angle,Formaldehyde_sensor_zenith_angle,Formaldehyde_sensor_azimuth_angle,UvAerosolIndex_absorbing_aerosol_index,UvAerosolIndex_sensor_altitude,UvAerosolIndex_sensor_azimuth_angle,UvAerosolIndex_sensor_zenith_angle,UvAerosolIndex_solar_azimuth_angle,UvAerosolIndex_solar_zenith_angle,Ozone_O3_column_number_density,Ozone_O3_column_number_density_amf,Ozone_O3_slant_column_number_density,Ozone_O3_effective_temperature,Ozone_cloud_fraction,Ozone_sensor_azimuth_angle,Ozone_sensor_zenith_angle,Ozone_solar_azimuth_angle,Ozone_solar_zenith_angle,UvAerosolLayerHeight_aerosol_height,UvAerosolLayerHeight_aerosol_pressure,UvAerosolLayerHeight_aerosol_optical_depth,UvAerosolLayerHeight_sensor_zenith_angle,UvAerosolLayerHeight_sensor_azimuth_angle,UvAerosolLayerHeight_solar_azimuth_angle,UvAerosolLayerHeight_solar_zenith_angle,Cloud_cloud_fraction,Cloud_cloud_top_pressure,Cloud_cloud_top_height,Cloud_cloud_base_pressure,Cloud_cloud_base_height,Cloud_cloud_optical_depth,Cloud_surface_albedo,Cloud_sensor_azimuth_angle,Cloud_sensor_zenith_angle,Cloud_solar_azimuth_angle,Cloud_solar_zenith_angle,emission
SulphurDioxide_solar_azimuth_angle,-0.03158989817803133,-0.030365461066266898,0.04135345808622196,-0.06135146273213305,0.038091350211615804,-0.15250039690629819,0.03335748730704455,0.02057442843126769,0.007987603867907584,0.03247692884398752,1.0,0.17715992305949815,0.02772192225285282,-0.007614742301808639,-0.17573958525253264,-0.2998609294722102,-0.024889806641554425,-0.007308070593640445,0.02188760986269787,0.9909430628288114,0.2127604248993897,0.22681502407525492,0.1714663918945901,0.1916533343248075,0.19232106291301346,0.2593703585288289,0.02746444187769276,-0.0066447562454696706,-0.062260961859896234,0.03911881729755532,0.034970802655766096,0.9960419010653574,0.14934618887911408,0.11969300854246419,-0.13933804651292164,0.07599736141613528,0.02349082032012598,0.18577130992794508,0.9952840437120072,0.028646644808645504,0.008150495038591095,-0.04374580563503824,-0.03253348313640771,0.017515045436373115,-0.011857011347743213,0.9903652491473365,0.2313525984554362,0.4527810478095769,0.08370417898426273,0.30082212789664087,0.36269186896610284,-0.27910933310509606,0.016511330219314908,-0.010535804892186137,0.9904925349513203,0.2302342264243838,0.048896818764018524,-0.0467756027902447,-0.3630823459423716,0.2636032929766687,-0.020654005295547454,0.9929110902446037,-0.1770450120445295,-0.26497592289362365,0.34386774109445234,-0.2605702463199499,0.3503118535992672,-0.2661832705684687,-0.22407878137216103,-0.1595821520100355,-0.03828640806005209,0.06936226359022976,0.9887809085925103,0.2552731342483496,-0.0323384761410355
SulphurDioxide_solar_zenith_angle,-0.020286150263091968,0.0028174289456124302,-0.064881989899199,0.27271354834047923,0.03651183057262706,0.0839098008454754,0.042636201322382584,0.06456089751702522,-0.5742927856608344,-0.04025625269287946,0.17715992305949815,1.0,0.041390107286510214,-0.15971445341671556,-0.05308864809383637,-0.07610845739054707,0.24449581153388933,-0.29884174077533654,0.028677212788095825,0.18960488012582183,0.7676542477651236,0.1407075126568463,0.08055776709578323,0.17792569047358311,0.20082909395611778,0.09069285843731563,0.12327373580599549,0.03263990973649322,0.4482685364529596,-0.45395410329143937,0.0020935416060931717,0.18106387491307482,0.9068408953451356,-0.0691395800410488,0.09052494310881117,-0.037035224656796345,0.03337423022307591,0.882260418405785,0.18434978609268363,-0.03330357059555961,-0.450474487755731,-0.06744734914434192,0.14727880819475556,-0.1872008198477034,0.011841308755126023,0.186102416896879,0.736823449815581,-0.15873597916067997,0.2656891295372493,0.15720661310836917,0.165104581188162,-0.11975779514762303,-0.18838111668613158,0.013237752167845566,0.1863008662007583,0.7388568266036691,-0.2810516380084679,0.278930653946014,0.300941026870024,-0.22366598642944793,-0.2748421399177044,-0.0503021195265538,0.6968845472501533,-0.08630308168445465,0.20525528251244338,-0.14685721489020823,0.20076721309121948,-0.14617054706007104,-0.0568394602334829,0.21266773863854058,-0.10761097686004886,0.06280156686453926,0.18587150074581524,0.6932309352133008,-0.0014010747510801967
SulphurDioxide_SO2_column_number_density_15km,0.007329935321289124,-0.1341871703078716,0.0007461920322820472,0.006531064479153551,0.9282529305321425,-0.03761830647426333,0.9569791517331717,-0.021545068399433133,0.013050962505411785,-0.013142508277859566,0.02772192225285282,0.041390107286510214,1.0,0.04396897201796722,-0.002224296448820205,-0.0035494832128460064,-0.0056436768247414785,0.008606467657039336,-0.010217537645402229,0.027487531062376568,0.05216774542773794,-0.026687768938368186,-0.023809994881106317,-0.016490212152053273,-0.015850851268525014,-0.01137286449164271,-0.09488880603951412,-0.018261248321837485,-0.01289461023269833,0.020007478176335726,-0.020312593307299055,0.02793567128578115,0.03281067341292438,0.004557090555873411,-0.016988188069322233,0.0030164098318184005,-0.012865301901857919,0.046862286442838796,0.027644700934938576,-0.005954667615134915,0.008913295374184279,-0.050715229347731795,-0.003836981997955906,-0.003901450586549093,0.009311078790063447,0.028926755262055112,0.06236948148603812,-0.03610789282467446,0.03503698886769255,0.014555739274156852,0.028308039784538396,0.0031635016675781277,0.0010683564944600232,0.008454020053219647,0.028828708011215256,0.060811946680105214,-0.029862726553772072,0.04104591634096947,-0.013872185082222505,0.04897710560375477,-0.027747037490636017,-0.09112733406661212,-0.05622892121491936,0.006328969951363761,0.01948149850328323,-0.004647319493247687,0.01582566469264582,-0.0027170546890149375,0.0018652092856139297,0.013025007895714221,0.013198835573168444,0.02171442464092857,0.02995803171787917,0.05594763851067184,-0.022011337300077257
CarbonMonoxide_CO_column_number_density,0.03736537050852421,-0.0632127722025609,0.0762652555971634,-0.06599486049770582,0.056555592390222745,-0.33139510109779696,0.04205785192159104,-0.012316570574016878,0.033441262120454854,-0.013806370373644761,-0.007614742301808639,-0.15971445341671556,0.04396897201796722,1.0,-0.05253835045946514,-0.09068614761802977,-0.040475738558020995,0.0019268714431198428,-0.012271428924930251,-0.017388370562297552,-0.15568621734887028,0.3019215110051283,0.3304898383799698,0.038189143231981436,0.16387660478041582,0.1447808449297747,0.22564088338731067,-0.03582836227908424,-0.059990977485658896,0.03533543676293682,0.0024317034463053173,-0.005019161735409135,-0.15435884307084802,0.24173285951337634,-0.24563345426032104,0.18498936916624256,0.002851471438057201,-0.15786004414660848,-0.010708842131048158,-0.02484099834151411,0.030080745145910602,0.1766862083481499,-0.08425730967864171,0.039843657104588655,0.01868712251740753,-0.016392602282400096,-0.19646811678893417,0.14815867122053655,-0.06156760639508919,0.01935651052279625,-0.075695823111184,-0.05657339350105344,0.040081416740767414,0.013570082784182539,-0.016411881638090365,-0.1970878152315187,-0.0027545185011925324,0.010250988056041988,-0.15159511871460032,0.09130219512284055,-0.11777354360124125,0.5502220969221993,0.019252936967797764,-0.04328985951356312,0.09561724974233358,-0.09443100922304731,0.10076626005457495,-0.0988513252172448,-0.1063235423020001,-0.33334733652594384,0.03487976491771606,0.01592170365383345,-0.01654370296417844,-0.1885588009155822,-0.04132798402570684
CarbonMonoxide_H2O_column_number_density,0.1068242118564155,0.08461056297749339,-0.12656172496929982,-0.0882308850616205,0.000277327014266816,0.03475715818533474,-0.003889731722527641,0.04947328015516502,-0.09670259323402036,-0.0488866884930652,-0.17573958525253264,-0.05308864809383637,-0.002224296448820205,-0.05253835045946514,1.0,0.5441415745930254,0.017194960503569987,-0.09569659697610904,-0.10545365906768452,-0.16381925268630163,-0.08057123784888601,-0.21241993820953117,-0.1316314600806936,-0.24110627030735698,-0.19999106415326592,-0.17948557182225436,-0.1148253130393908,0.02228467547558535,0.012607940827708539,-0.0868258166354319,-0.032732242609943375,-0.17845308284447386,-0.06598551516456605,-0.02796499769703699,-0.11643346389396216,-0.07460461242259467,0.01627155660478335,-0.060531565845067296,-0.1740373741567017,-0.0546409428672016,-0.09622848810773522,-0.1894464972891894,-0.07772391216383669,-0.022152432028875336,-0.05367630912164137,-0.16652343846703482,-0.14700104163527777,-0.07022679772735349,-0.13453944711172913,-0.15845574797613904,-0.12277231525487735,0.05946050216630014,-0.026921726961747265,-0.05696524329337967,-0.16625576948101237,-0.14394086902096695,0.012178025425453742,-0.014671956670802986,0.22649235946806043,-0.09338790588816334,0.005742157265359217,-0.6038372795130597,0.09479201810455713,0.04069644700712123,-0.3859377150896126,0.3889800512161883,-0.3989983576587862,0.3947866864227805,0.10627755204831778,0.11120794516843224,-0.023674908042675906,-0.06656075583573391,-0.16538470841431016,-0.14300076530014216,-0.04321704327844012
CarbonMonoxide_cloud_height,0.10181167671105641,-0.0004271923786001468,-0.056521164039935456,-0.025904765463221475,0.0018324006561954414,0.02441850238976574,-0.002950269446481575,0.23238229381606804,-0.026817637085311714,0.06717906404581861,-0.2998609294722102,-0.07610845739054707,-0.0035494832128460064,-0.09068614761802977,0.5441415745930254,1.0,-0.06685201539832346,0.02370464009097552,0.05387020863832817,-0.314815240785209,-0.11124924511492054,-0.19159305380378394,-0.1461750590251887,-0.1579932606894997,-0.10439375552118733,-0.13220562329691088,-0.09459466386354815,0.21605098320471924,0.008322286178353844,-0.05853208096471607,0.06587195124558574,-0.3101762801839103,-0.04040491550136456,-0.06137781350306729,-0.06639663125515542,-0.08286710958391252,0.26286504873630895,-0.06965656284103218,-0.3063364754829696,0.09762906783366483,-0.03534452108244488,-0.01842581901835434,-0.08247915550798161,0.016081042224649473,0.08215672873717889,-0.31599873622667746,-0.1265455932160513,-0.11902480896524018,0.023485442374315903,-0.03902464543973745,-0.18794635737242665,0.3659801988947986,0.015890799832421955,0.07473249076374487,-0.31604343551613223,-0.12481607561362644,0.1336471909016036,-0.13514303224184293,0.025405194332159344,0.014570819521210728,0.1291087159553471,-0.5316314825029583,0.0643366132154132,0.28205871504553437,-0.45269446578010003,0.40252319967429556,-0.4432821224162893,0.39311349073422647,0.17495655136235105,0.13354213686962862,0.029372955342651778,-0.04240659630477751,-0.31559578388651577,-0.13451574684207693,-0.01043149417398258
CarbonMonoxide_sensor_altitude,-0.593062155309054,-0.08482429381991737,0.012845715248097661,0.07579414428130869,-0.007986791791533448,0.02102340004465387,-0.009017711714856876,-0.012025321055352587,-0.3040079640666867,-0.08904521279816444,-0.024889806641554425,0.24449581153388933,-0.0056436768247414785,-0.040475738558020995,0.017194960503569987,-0.06685201539832346,1.0,-0.6319189699197189,-0.16363352449236898,-0.01595708176440811,0.4479606538373505,0.051972925905772474,0.026830968348886798,0.07053179176906535,0.041654755647798955,0.05938766345455606,0.1406370443433656,-0.004186573851275508,0.6387675055238539,-0.29554098131047324,-0.04080238552394833,-0.029576131762628476,0.24884942826524928,-0.050651693664305386,0.04816559922439922,-0.04136237413308303,-0.022183760906889487,0.26868002693118154,-0.022707091851664866,-0.08716499467714016,-0.3444297963709822,0.017738358038941304,0.7263989539329772,-0.2865285807899934,-0.07610616834383069,-0.0209015600047569,0.13252344964522675,0.01932046512892907,-0.02317680534691082,-0.01702576847791144,0.0344282790788545,-0.10103489668925185,-0.28958899465422266,-0.07199819874033499,-0.02090663237672647,0.13452391393292998,-0.10781352043168817,0.11170243647508397,0.23154216338334183,-0.18447939653171716,-0.23388902907320075,-0.19309976776337429,0.2946793629680056,-0.07121454772212207,0.08470390040379908,-0.065588155290803,0.07842464727648775,-0.060797090339553474,-0.05691211474615859,-0.06539697167107661,-0.2044493183997546,-0.024411015228485905,-0.02224693155665914,0.11508308988047639,-0.0018649201767116392
CarbonMonoxide_sensor_azimuth_angle,-0.030359286967470006,-0.05600755448191494,-0.00413855623683248,0.004101756154610891,0.012056175519285998,-0.08427684254323227,0.011880715555690343,-0.04912570482850509,0.5409263886690515,0.02610108907392128,-0.007308070593640445,-0.29884174077533654,0.008606467657039336,0.0019268714431198428,-0.09569659697610904,0.02370464009097552,-0.6319189699197189,1.0,0.016460656743274894,-0.021155418543103204,-0.5161385838045621,-0.03935342326105152,-0.01768442573167093,-0.06148872636226295,-0.05140817735932398,-0.04377859386351294,-0.2129257425173708,-0.04478686379164584,-0.33302483355244555,0.5248081018138642,-0.000924012635671897,0.004845670672434436,-0.2937729823437048,0.042908981072918614,-0.07004534731610573,0.025600400231156385,-0.01564195976864979,-0.31571412582040376,-0.008033617188804175,0.02263721519788148,0.5667048749428523,-0.05683939319477241,-0.189783437935056,0.498718058408502,0.02320169537944092,-0.010547155433860787,-0.135075907515675,-0.02101130831912918,-0.020135626496583174,-0.02110594227678378,-0.019740474103137996,0.08289372606996008,0.5027523789124074,0.01754037902602943,-0.010834882564945065,-0.1374191783190611,0.14539942424963714,-0.15214389132769285,-0.18910143881572802,0.1344361918911471,0.48273127515631264,-0.06998973275734892,-0.1428982293949912,0.0701176327492065,-0.028705858659849922,0.015478902160756562,-0.018236480264260186,0.008484925856484455,0.0535973284226367,-0.05633706494298308,0.34843875810783265,0.001508287381456701,-0.009536779333870945,-0.11250156017217335,-0.0032521671503849578
CarbonMonoxide_sensor_zenith_angle,-0.02730455601242061,-8.743910395551427e-05,0.0315169299919744,-0.03956190049827002,-0.002652859199196929,-0.0048752500590383135,-0.0006287880598398512,0.17045548950866643,0.0174075090860343,0.5290259434294863,0.02188760986269787,0.028677212788095825,-0.010217537645402229,-0.012271428924930251,-0.10545365906768452,0.05387020863832817,-0.16363352449236898,0.016460656743274894,1.0,0.008248455301008284,0.03508147263872351,0.014180038621902029,0.008599016961639751,0.00874008444834892,0.2725642884600396,-0.048434175984782286,0.12648681368176723,0.14237727997541436,-0.0021926632223150297,-0.02307111839045403,0.5151897696561473,0.01917355244984111,0.08241249920356493,-0.0421371275027879,0.0672001426928316,-0.01683045040328909,0.1863921489073776,0.03975680783934215,0.018397762882035228,0.5584164100890553,-0.0043836245623758525,0.12817483374512306,-0.014078526119773473,0.008944241475622202,0.5139173498095625,0.007833274845147774,0.023495599286612545,-0.03803885688454894,0.442555177638575,0.3865865043731263,-0.03973375505690511,0.1080832028840196,0.012630807922590307,0.511842357256194,0.007556810510599144,0.02113274404209646,0.24448682794730922,-0.24023538869435493,-0.3694876281641173,0.278065772810424,0.16772866423901722,0.1386735077886288,-0.09531324657784926,0.06369851809456793,0.020332172506860736,-0.04590940165940567,0.0291558741353626,-0.05294661172059253,-0.03384525486426593,0.031469062097310235,0.03217267561879973,0.31019461950528726,0.00525560179100009,0.005654841988627902,-0.0008159353006371773
CarbonMonoxide_solar_azimuth_angle,-0.022853023581745763,-0.00030372707838476727,0.01149821760276259,-0.08966176951221007,0.03753562983496708,-0.15019774893761217,0.033291974808092796,0.02359907282514984,0.0010851221590189692,0.030623271092121304,0.9909430628288114,0.18960488012582183,0.027487531062376568,-0.017388370562297552,-0.16381925268630163,-0.314815240785209,-0.01595708176440811,-0.021155418543103204,0.008248455301008284,1.0,0.18060912105768623,0.21364267519764626,0.16904362952904142,0.1639323728732499,0.1713222711161151,0.2490684973802949,0.006345855085762336,-0.022785715311803685,-0.06601474678443801,0.042837855217902,0.032390861128987994,0.9894422651792927,0.13354095872939115,0.1102798690940733,-0.12310792498574136,0.07464906783997077,-0.017076973753242127,0.16688431762575348,0.9919074854432772,0.019836709683557472,0.007210831510160206,-0.07175005621061814,-0.03936953393233104,0.00969016123702016,-0.02209210531183828,0.9951744031396764,0.191125951889238,0.45613511115444727,0.05172190585733083,0.28021832773058064,0.3500261270743704,-0.30274966107262263,0.008873790816121501,-0.021171969173419285,0.9952514851247849,0.19003307366532263,0.05148979318374699,-0.04838499241266567,-0.3724008668846425,0.25505121697947225,-0.032710686365752153,0.9898899397649458,-0.17649659281482183,-0.29423547629364694,0.34786756958404164,-0.2667268791165733,0.35190282429172387,-0.270465453224439,-0.2308469114279406,-0.1776228889775311,-0.0430334206618057,0.0626177135835714,0.9940150352923331,0.21618847470741795,-0.02628245340440263
CarbonMonoxide_solar_zenith_angle,-0.007747946087838987,0.03431034176408699,-0.0014138920357315435,0.3407162505466777,0.047450111322407534,0.0592227350480901,0.05598237107890998,0.01477337277903517,-0.22150421953483368,-0.01719305153851964,0.2127604248993897,0.7676542477651236,0.05216774542773794,-0.15568621734887028,-0.08057123784888601,-0.11124924511492054,0.4479606538373505,-0.5161385838045621,0.03508147263872351,0.18060912105768623,1.0,0.19307724433508852,0.10206970759303204,0.2552006753797533,0.26380088952990727,0.13499890177627116,0.06179895624603947,0.03284803586500706,0.20628959409372613,-0.2128549070073933,0.02439802959378154,0.19532148175961753,0.7477484054631112,-0.0578346217217772,0.0924117451499094,-0.026508390041438974,0.016253599296475962,0.7830424219788658,0.19551988211146554,-0.009408330278303189,-0.25750895611400315,-0.02552394339949326,0.16680637394682396,-0.2184326270938014,0.020831198310418717,0.1760626561712325,0.8319827418236644,-0.18614152403448586,0.3018322424828148,0.1764578951542586,0.21000449821597877,-0.12474904248580904,-0.2184928592932013,0.026752220372272387,0.17595978862035822,0.8331804460768811,-0.12903426909114474,0.13381493210509213,0.19502699189940223,-0.1118708312418427,-0.13371664782153195,-0.13689247611325372,0.5909233920852137,-0.1013295082547903,0.24452108908705913,-0.17171402766475802,0.24133876248572106,-0.17194867206768658,-0.09276971264592085,0.1832877013576191,-0.15291786266994137,0.07724378938634824,0.17458829995669506,0.7952663935530379,-0.018803374124044533
NitrogenDioxide_NO2_column_number_density,-0.0014898864278353873,0.048544637293972306,0.24359077221363704,0.2790687739772271,-0.01685196435389642,-0.2509950589868212,-0.022142540174836026,-0.041257994568678825,0.002564027886209615,0.007726128226803679,0.22681502407525492,0.1407075126568463,-0.026687768938368186,0.3019215110051283,-0.21241993820953117,-0.19159305380378394,0.051972925905772474,-0.03935342326105152,0.014180038621902029,0.21364267519764626,0.19307724433508852,1.0,0.8676144783997831,0.5182809566920574,0.7523306463949677,0.28566764357938257,0.37166744088341125,-0.07986681992433972,0.0438141709414588,-0.038711411119229364,0.037268796954057395,0.21597556650830188,0.17388214915947095,0.26178956206667886,-0.18813066531493697,0.2324704882506341,0.019166881498171272,0.16024321757013466,0.21580029816380797,0.007001334467254358,-0.014716427591042372,0.2995436058788418,0.04719353212022757,-0.015162409381295554,0.020362040208240426,0.21289718486650785,0.19939186013109822,0.25340326960863485,0.08761179290245824,0.1985291357817882,0.3408174149414386,-0.07449638132560481,-0.01191162405701175,0.022259541558982274,0.21283498986167593,0.19735776740269223,0.02165818577482442,-0.01831823101608513,-0.029721561234884383,-0.09134130192952163,-0.06617149328175626,0.35662407820660813,0.14328983711916515,-0.020520362153206757,0.1485228855322153,-0.13353903629971267,0.17053325910605802,-0.14935229387069227,-0.132689029812068,-0.30517710802285497,0.008846937766970507,0.05047126636467981,0.2114386437044467,0.18497274883951056,-0.00591993163070291
NitrogenDioxide_tropospheric_NO2_column_number_density,-0.017691394434178734,0.046393144628570956,0.07340909938736478,0.10295463103846599,-0.013486690199900234,-0.23836542286189588,-0.019828698981426814,-0.04448210251320325,0.0007237659698948599,0.0070005157418903015,0.1714663918945901,0.08055776709578323,-0.023809994881106317,0.3304898383799698,-0.1316314600806936,-0.1461750590251887,0.026830968348886798,-0.01768442573167093,0.008599016961639751,0.16904362952904142,0.10206970759303204,0.8676144783997831,1.0,0.12451689080118701,0.5706502610942796,0.16983251715805325,0.20859117758552898,-0.06516289195613834,0.012043407130763949,-0.01344579728812873,0.03015715016742596,0.1707426809480485,0.08417890707950544,0.26075320456661893,-0.18612279149190464,0.22757448681371797,-0.01969523974134019,0.08632718820990752,0.17052996626109646,0.004330233189471775,-0.0057215197283030286,0.15788991642643857,0.03051724291408616,-0.007130801133512943,0.011550508587915781,0.1690575493684478,0.11019709158278417,0.1455849252218573,0.044933110091707966,0.11105648056923031,0.13100713089110846,-0.10905573998641677,-0.003821364134940708,0.012466963999211296,0.16907111881671272,0.10819358372248715,0.014358657254756735,-0.010289519139475733,-0.055753126079933685,-0.06780101501333782,-0.05805823899627688,0.4526012089664638,0.12800395876330148,-0.07357005988498337,0.12438998338408916,-0.10936731688420287,0.13606106001165966,-0.11816225332388514,-0.11236595901159657,-0.2645507535749261,-0.0075596827880478005,0.037926268796825605,0.1675420040448165,0.107442093422435,0.0025132923761565476
NitrogenDioxide_stratospheric_NO2_column_number_density,0.03449274200090626,0.013464438471738687,0.4400631981399108,0.4656212077280364,-0.009664857808692081,-0.10923774662472786,-0.009072384601869982,-0.0068631983868028094,-0.0009817227752582172,-0.005080563925426387,0.1916533343248075,0.17792569047358311,-0.016490212152053273,0.038189143231981436,-0.24110627030735698,-0.1579932606894997,0.07053179176906535,-0.06148872636226295,0.00874008444834892,0.1639323728732499,0.2552006753797533,0.5182809566920574,0.12451689080118701,1.0,0.5857961552524751,0.3415130342122237,0.4700557730488876,-0.031565773774992284,0.08475013779423854,-0.07269793119830553,0.020792811068933187,0.16581275272216733,0.2501895831337161,0.07926361899091397,-0.0684181632858598,0.0764086580799489,0.09387700294480283,0.21036960875979166,0.16553791763860207,0.00023451317430864057,-0.027844582779346472,0.40122252688866344,0.05034897416000996,-0.025697343404872123,0.021332113979070564,0.16149297141195143,0.25441233675654074,0.3056411832707216,0.11607624007593008,0.24491476014780444,0.5331536727483703,0.05670312077561137,-0.025321069093102378,0.02450459547760364,0.16134881054720812,0.2538069273935755,0.011517321510808852,-0.016459027292965906,0.1875133477238645,-0.1388219740576817,-0.044131124975489,-0.592068651434059,0.07059470705000932,0.1115254947285334,0.09569967453537734,-0.0906676829321369,0.12385299392862043,-0.10995320812774036,-0.08316594613080433,-0.1834029227470918,0.033335509494616125,0.04177678625577244,0.1611537096463855,0.2252861118660656,-0.015479946694623147
NitrogenDioxide_NO2_slant_column_number_density,-0.0059684109527156325,0.014134470036709985,0.24988517284123568,0.3096710117107702,0.001501041908417719,-0.17858583559027014,-0.0021722113473154627,0.07761273648663648,-0.0015755379547493131,0.4309428149126406,0.19232106291301346,0.20082909395611778,-0.015850851268525014,0.16387660478041582,-0.19999106415326592,-0.10439375552118733,0.041654755647798955,-0.05140817735932398,0.2725642884600396,0.1713222711161151,0.26380088952990727,0.7523306463949677,0.5706502610942796,0.5857961552524751,1.0,0.2270163908481956,0.5000381774039733,0.03804692134343797,-0.0013318989054145903,-0.07340180755050596,0.5508524247684146,0.17442018994402061,0.2749505896429068,0.15938429320142458,-0.06923370095002573,0.16276931527846417,0.11611180184112956,0.23852918963572775,0.17240316171346937,0.39693491653667223,-0.03976396292123188,0.3211185346160524,0.04613634468558156,-0.012872449476138713,0.22294339949426512,0.1685944602625265,0.2537127648318433,0.2254343343005553,0.300783058619622,0.37862967295467703,0.34744773359058967,0.010894727649165225,-0.010432562213286012,0.22472101080001586,0.1684911964313161,0.25189600888371066,0.11996152508052739,-0.11009639683102215,-0.23140166730308975,0.1776250303760104,0.010478991418368704,0.1619976763442884,0.06070068974097653,0.03007186139348139,0.1301642671795558,-0.11632650890436758,0.14893368771322696,-0.13061377274066951,-0.14535382770697688,-0.2050098222151107,0.030669976798874937,0.1397451728377813,0.16634444748554228,0.22576105967596158,-0.013575244267667704
NitrogenDioxide_tropopause_pressure,0.00010951696020055679,-0.03373985683343391,0.24748646666974541,0.347501356854547,-0.004742056426024569,-0.15199980844103878,-0.007583061042240807,0.03299105323718305,0.0007664491059314008,-0.07412164026234302,0.2593703585288289,0.09069285843731563,-0.01137286449164271,0.1447808449297747,-0.17948557182225436,-0.13220562329691088,0.05938766345455606,-0.04377859386351294,-0.048434175984782286,0.2490684973802949,0.13499890177627116,0.28566764357938257,0.16983251715805325,0.3415130342122237,0.2270163908481956,1.0,0.14911889860315847,-0.01627145346588927,0.023404540071442593,-0.016063823274752066,-0.04818530045990855,0.2536727130087223,0.09271823841519251,0.08698509875049028,-0.0833173959258496,0.07599509815396262,0.09214412211765213,0.0939960743529684,0.2538145317683264,-0.04965754198640434,-0.012999224668206657,0.14264709154793737,0.03861237913082429,-0.030263201187642315,-0.019648151152602013,0.24516057137828928,0.13199171055444203,0.21570240403345076,0.034281664637034755,0.1330570695129189,0.12884067501940047,0.08159097132872713,-0.03097412347352094,-0.013643241931548828,0.2450801374582729,0.13094912539452594,0.012298139802305083,-0.009143975829746876,-0.2600715378863267,0.2079383676306477,-0.03710340470226207,0.5920589841254315,-0.19125800844995877,0.12314900213043288,0.09640086700858676,-0.03136733926082123,0.11832634016766704,-0.04847117419767283,-0.05864629624177813,-0.23277258380660912,-0.026859262333275357,0.03061949248504081,0.2477514523566072,0.13547715592312765,-0.0018864051654529496
NitrogenDioxide_absorbing_aerosol_index,0.03938024505932955,0.15203999131960885,0.11710913613691326,0.09646556782702205,-0.08167296152767203,-0.11456013371959649,-0.08804239978093857,0.05805531696523155,-0.26750339239819027,0.2182707612478346,0.02746444187769276,0.12327373580599549,-0.09488880603951412,0.22564088338731067,-0.1148253130393908,-0.09459466386354815,0.1406370443433656,-0.2129257425173708,0.12648681368176723,0.006345855085762336,0.06179895624603947,0.37166744088341125,0.20859117758552898,0.4700557730488876,0.5000381774039733,0.14911889860315847,1.0,0.16541182910267835,0.27631381466902105,-0.36780179470203356,0.2597231365220044,0.013130596945814747,0.2445521092851654,0.11180464021419467,-0.08703899385381275,0.094213354006612,0.05094882626419846,0.1309404520969912,0.012124471409608022,0.20145650626013342,-0.27475784013495125,0.6423557620231336,0.06183067972626789,-0.10595268530525033,0.09240833326533628,-0.000673448451202751,-0.03558014714850654,0.10620177111387771,0.06177189017982111,0.1005505739283553,0.10771212758914678,-0.03198923604309978,-0.10841409284773458,0.09038806748896085,-0.0003637177795119465,-0.03443729010246256,-0.0741722783586541,0.073495425362289,-0.07782917439059871,0.07278029585391996,-0.20655527763158912,0.3342527713940477,0.03227501131455776,-0.031991302431582415,0.01617915762964694,-0.051035189699758336,0.02752010840642762,-0.057309868581317744,-0.06770943855935455,-0.18786128990338205,-0.03883505952242327,0.025373540418952678,-0.0029685664911599996,-0.055111087022381704,0.020905477365425255
